Video_ID	Category	Rating	Length_Of_Video	No_of_views	Uploader	No_Of_Rating
gaL_AhV6bcI	Music	3.89	240	25886	CoversbyJeffreyD	54
qfh4BATEcdI	Music	3.91	227	138358	MPropa	93
8zjSg7A6XBg	Music	4.83	201	215511	calebplayspiano	352
IJKssP8bT7A	Music	4.53	182	10173	TurkisHdeluXe2oo7	19
xvQmuigsjQM	Entertainment	4.88	337	13767	geetwo2002	8
gpSaJ7FF8oo	Comedy	4.05	325	16571	TMark2489	41
NZ2ihzzExeY						
a5S4kbM5CnU	Music	1.99	266	146681	afiqafnan	133
h_ZBIz5FLNI	Howto & Style	1	39	310	ptwbiz	5
EmTPgiIoEtA	Nonprofits & Activism	1	6	813	AyatollahGondola	1
1J4PKztKHCY	News & Politics	0	587	826	afilmspalestine	0
l2_2WJdqIEc	Nonprofits & Activism	1	69	607	AyatollahGondola	2
hhcVM4NjQcQ	News & Politics	3.67	15	370	TexasPatriot56	3
tC-3XPvJs9M	News & Politics	0	311	72	jackie40d	0
fbnJ4KnFaCw	News & Politics	5	594	80	jackie40d	1
4hLdGb3_39Q	News & Politics	0	434	61	jackie40d	0
zkuIx8EfZBI	News & Politics	0	446	31	jackie40d	0
uP-JLE3_3iQ	People & Blogs	5	376	67	StoneSoupStation	1
BrXlGPfX4SQ	People & Blogs	0	98	173	StoneSoupStation	0
srha2LwTs6k	People & Blogs	4.22	25	964	nauiocelotl	9
C4Df-WD0dkU	News & Politics	5	551	25	MATTORG	1
zGwEzPgpFD8	Nonprofits & Activism	5	420	611	1qtmc1	1
Ejb8QOyjz-E	Autos & Vehicles	4.83	598	144416	BullitGTI	333
4xL7yveZA_o	Autos & Vehicles	4.9	568	56236	BullitGTI	194
JR43BD6K7jg	Autos & Vehicles	4.78	536	47795	BullitGTI	109
TL6r9TTR7CY	Autos & Vehicles	4.75	578	19292	BullitGTI	51
t-7HJye6EMo	Autos & Vehicles	4.88	588	11459	BullitGTI	34
JawpNY7-Jz0	Autos & Vehicles	4.33	441	1199	superonkel	6
e3XqhbMk-gg	Entertainment	4.95	473	6085	TeamGT	38
qkvlqM8XmsM	Autos & Vehicles	4.73	436	15205	yayashi	153
VECI6nVvMgw	Autos & Vehicles	4.83	213	2294	dimitrizacarii	6
AExwULdEM80	Autos & Vehicles	4.5	339	883	THEBMWDRIVERM6	2
lSx_d4hlSA0	Entertainment	2.5	18	3761	Lambotractor	2
ZLZIv0FYwF8	Autos & Vehicles	5	418	6852	ANDREASGTRBMW	6
lfJyRYWpet8	Autos & Vehicles	4.75	439	43640	Bordill	36
jbhRJByD2SM	Autos & Vehicles	5	156	3179	ferrari36	4
Q7M2Yg48vMI	Autos & Vehicles	4.16	240	77219	FastLaneDaily	62
jzdPydR3goE	Autos & Vehicles	4.85	566	28011	BullitGTI	102
KkzZya36g3Y	Autos & Vehicles	5	597	9819	BullitGTI	19
bVR288WbDXc	Autos & Vehicles	4.63	599	10850	BullitGTI	30
0V0DgKArOqI	Autos & Vehicles	5	599	6219	marshallchang	14
q1O4bZi705U	Autos & Vehicles	4.62	599	22799	BrianZuk	45
5mcCUlHsoqw	Entertainment	5	15	5812	nihonsss	1
bT62qtQl-Yg	Science & Technology	3.9	331	49426	AddictedToPhones	20
ZF9rcmX83yQ	Science & Technology	3.48	188	142189	phonescoop	31
ffK-rPAzKTg	Science & Technology	3.88	279	168205	mabusua	43
u3_DMVtZ12w	Entertainment	4.57	68	95899	T3Online	35
vSCbCBfGrJQ	Science & Technology	5	63	5675	kravvykrav	3
nKADpYRbaHM	Entertainment	0	49	673	semiot	0
o2su5apWFec	Entertainment	5	20	1515	freeta	1
8IQcGzM_yeM	Science & Technology	0	73	182	minglichai	0
kqVpcoevh1E	Sports	0	82	204	rnnr4you	0
tJZ0Sq_gAZ8	Travel & Events	0	314	258	luxetv	0
NQHSgTf7eDc	Entertainment	4.2	16	7859	sushiboiii	5
orTwLf4bU3Q	News & Politics	0	15	469	ngtfr	0
WupozC4pDn4	Science & Technology	4.19	63	144513	mobileburn	110
wzJV_vRWxcc	People & Blogs	4.92	6	204	Blargaldalien	13
dCumECJ3jF8	Howto & Style	5	184	4335	russosa	15
Jt6DyFbR4Ac	People & Blogs	4.79	271	2469	INGWorx	29
hPhuWqzyyWs	Comedy	5	67	1887	all4tubekids	7
Y4a2YLROL88	People & Blogs	4.55	323	1040	ItalianStallionette	20
Dl4km0v-P60	Travel & Events	5	321	8811	all4tubekids	129
navP5CYDc8s	Entertainment	0	43	17	spiderman1fan	0
H6o4n4KOZF8	People & Blogs	0	37	39	fox97470	0
8B1BmpqIGHI	Entertainment	0	34	28	LeslieArmo08	0
6HFi79txqm8	Entertainment	0	274	27	neshnessim	0
mRf48RkyXoY	People & Blogs	5	526	151	KeriLovesMAtty	8
TQfoRhLrSvs	Education	0	66	127	Momoftwinsplus1	0
fQGDc8-sMws	Music	4.68	314	4090	all4tubekids	100
1xUIc0PJIBQ	Entertainment	4.86	63	1277	all4tubekids	28
S0A7dtdc-nU	Music	4.87	148	4567638	Xexezinha	10059
3s8ZIvXJkBI	Entertainment	4.4	91	982	gottalovefullhouse87	5
5SQ_ZW_Aa8I	People & Blogs	5	75	338	responsiveholly	8
yJ3T4iJzp9E	People & Blogs	4.86	235	690	all4tubekids	57
lK6m6XijtPg	Comedy	4.54	170	46735	nalts	725
wu2xmOeUDB0	Music	4.29	252	34222	sunshinetaylor	206
A-DU9gwH5ho	Entertainment	3.67	43	20533	sotoya	12
OHpjcZNM8_k	News & Politics	4.85	66	192259	OneThousand98	2072
G2q0TEje0D0	Sports	4.78	150	987814	JianChao	1904
Jkjv9WbrxHQ	Music	4.63	128	56501	NextNewNetworks	271
2MU7VpsGNPw	Comedy	1.35	15	4329	piratekikisnell	23
GPkCwz_gNGM	Sports	4.42	70	121458	WatchMojo	69
m43sRhRZUWI	Sports	4.74	102	593292	mixmakerediting	751
1fw1CcxCUgg	Sports	4.8	130	1180129	skytz33	1269
yBOPCOkZUVM	Comedy	3.36	162	290441	specialEDward	1235
tkY5mBY3Fvg	Comedy	2.45	88	2793	makinbaconx2	11
I_y2j6vsQ4I	Entertainment	4.88	60	36906	scienlologyx2	375
WYqowdsWXG0	Sports	4.52	145	405571	badamss22	1102
UZy8P2oLPPM	Sports	4.49	180	1089717	omeggi	840
A3_n0B1EaOY	People & Blogs	3.97	219	50892	Plinio911	127
BcBheRAa2zw	Entertainment	4.33	242	90721	roflmao88	502
co8hheVlIC0	Entertainment	4.31	208	291361	eXoOutsider	491
vXSwSta21D0	Entertainment	3.07	234	92900	WaroftheGalaxies	120
2JC3UMJ2It4	Entertainment	4.77	97	3470648	mynameiszach	4650
CdA9_wr86WA	Entertainment	4.8	487	280333	machinima	2350
5uEn3xZMX2g	Entertainment	4.33	215	26400	roflmao88	163
xrUchGucJvU	Entertainment	4.85	520	228660	MichaelBarnes	1167
Gi--nBEUHqs	Entertainment	4.44	230	242987	machinima	1108
2Y4YOg5I2Y0	Entertainment	4.16	91	465831	mapMonkeys	396
rZBA0SKmQy8	Comedy	4.83	130	11007201	TownIdiot25	75004
lod70CKSNDo	Entertainment	3.81	84	245068	machinima	525
EnLI5UcNu5s	Entertainment	4.31	74	1867612	Piggus	3492
LO4caTLqqoM	Film & Animation	4.61	139	1585943	GameStream	2947
QCq-sgihxfg	Entertainment	4.85	97	1200913	serpento99	7718
RM8NWFjkmU4	Entertainment	4.68	365	48323	WaroftheGalaxies	139
1Tt9Q9t8Wu8	Science & Technology	4.65	95	112508	boohoodman	190
8e-i2D-2GAc	Entertainment	4.86	117	521377	FLIPINOM4D	776
FIK4x2aHXPU	Entertainment	4.5	37	116841	machinima	506
wrqiIjLGnCI	Comedy	4.58	202	2845233	sonofbeep	3955
SdAANvyapCc	Entertainment	4.57	155	259335	eXoOutsider	901
IvzQ92HXohU	People & Blogs	3.57	510	12003	hotelangel	30
Few1w-KogfI	Music	3.64	633	5929	creeingles	11
QqzEmQcVGFQ	Music	3.12	587	4347	creeingles	26
QN795sjS-BQ	Music	4	473	3182	creeingles	18
Z1WxUC5oxSA	Music	2.07	597	3192	creeingles	15
9tOJ7ZYyYic	Entertainment	4.85	372	78026	u3astside	224
43KhF56ULYU	Music	4.62	332	7245	wookiielover	45
NBLDSH4YPfA	Music	4.2	344	6846	wookiielover	56
aglqdKnu1Nw	Music	4	183	11452	wookiielover	29
9v02quhKY2s	Music	3.81	603	2329	creeingles	26
-55AA3zfoRk	Music	4.5	400	3877	wookiielover	10
hnA0VyR3HI4	Entertainment	5	373	22921	u3astside	37
5FQhTGQbC_E	Music	4.82	331	5231	wookiielover	33
pnzmMhEeZSM	News & Politics	0	151	178	frankjpmorgan	0
Opk6QwSQg7I	Education	0	89	40	frankjpmorgan	0
SrWWInNn4T8	Education	0	95	29	frankjpmorgan	0
zRj1LFQmlr4	Howto & Style	0	482	156	TraderB52	0
ea2lStAOnRI	Howto & Style	1	30	318	frankjpmorgan	1
RZQJyBJKr6U	Howto & Style	4.83	543	7174	zone5282	6
k94QKyoeFnI	Education	0	280	545	learn2stocktrade	0
p6h-Li0pJBI	Howto & Style	5	551	2981	linetrol	2
pZU4mDC0fgU	Education	0	403	326	learn2stocktrade	0
Mo8dVabH1Qs	Howto & Style	3.5	584	2492	zone5282	6
APzV_YjJBcQ	Howto & Style	5	573	885	WillaimFDennis	2
HraxSBGBMD0	Howto & Style	5	418	1007	WillaimFDennis	1
cMPHd9TQtVw	People & Blogs	4.33	473	10313	dayvejohnson	3
zOEBWQg2wGM	Howto & Style	4.67	555	1035	TheTradingAuthority	3
pP_J22-IKQ8	Howto & Style	3.17	443	5698	TheTradingAuthority	6
pXxF5GM0Gqc	Education	0	460	739	TradingIsmyLife	0
Xkhr8v2FBoE	Howto & Style	4.91	678	3574	thermal1	22
xueEtKYnvb8	People & Blogs	5	503	1042	ClickTrader	1
ZTtCdrn1uw0	Education	4.9	804	1644	thermal1	10
1IaiGBl9iTM	Howto & Style	5	481	6639	WillaimFDennis	5
4UD7IgmlYwI	People & Blogs	5	29	391	ELSToronto	1
hPDny4BF5mE	Comedy	0	17	137	felipedrl	0
DBfZK5Ni7WQ	Comedy	0	305	211	jessicahoutside	0
tm_lwFJNE-g	Entertainment	0	10	34	dodudu2005	0
Gpb-YtypYn8	Comedy	5	25	408	MichaelFdeGodoy	1
gDPkpaBfj1g	Music	0	69	825	ANTIDEUS	0
bIzCqDYvALs	Comedy	0	39	36	kherlaka	0
VUa_idjNrbQ	Comedy	4	191	228	felipedrl	1
xz74jT-52GE	Comedy	0	6	93	luzciano	0
V85L5Q5PKDU	Comedy	5	41	353	fvione	1
5ru0KegKW4o	Travel & Events	0	20	237	MaNaTurquia	0
47is5Vh_JUY	People & Blogs	0	218	1470	pluz79	0
ATy4Cc809IE	Comedy	5	24	304	ANTIDEUS	1
02xJsQAsnx8	Education	0	9	21	PiratePrinceEdward	0
4QAXRj-fSS4	Entertainment	5	21	1400	matterh	3
d4P43n074Hw	Music	0	229	27	nocrabsinbrazil	0
_zs83FG07I4	Music	0	246	17	nocrabsinbrazil	0
UHDfgAjRgmk	Howto & Style	4.43	177	3903	LittleLeo77	7
x89heXSkJnE	Pets & Animals	0	141	54	sergioew	0
#NAME?	Music	0	228	21	nocrabsinbrazil	0
Efas9VXpczo	Pets & Animals	4.69	193	11373	DoggyTV	35
O3__pcGJiMQ	Pets & Animals	0	203	1908	JCipr	0
huT79e0cTCc	News & Politics	4.85	62	21860	ProverbialCarrot	47
miPqiXKu8NA	Pets & Animals	4.75	211	3686	SealAngel	16
w74wBxgl878	Pets & Animals	5	308	864	MissBoomer	7
CxfwTCryzHs	Pets & Animals	4.92	244	15610	ruffliferescue	25
Ld8J9lq-ddI	Pets & Animals	4.56	258	16701	justinrudd	9
ZiKHXIH0WHw	News & Politics	4.59	393	14893	davidspates	103
uRBTqoohv8k	Pets & Animals	4.41	518	1361	abs4260	37
P5otDr_FzJU	News & Politics	4.52	195	25034	travisandjonathan	323
An0myD3I5rY	Pets & Animals	4.3	300	12644	KarmaRescue	27
g_D6jnk4lj8	Pets & Animals	4.73	358	66968	jake221267	64
8uyTUSGDXH8	Pets & Animals	5	249	1846	ziarevan	6
p4Aei7nV5xg	Pets & Animals	4.77	566	1129	33164	13
PvvZ0Es-IEo	Pets & Animals	5	515	610	ChaiAnimalRescue	2
GRJODuMqeNU	Pets & Animals	5	413	993	dhyanesh911	1
i8Jtlmtz6rE	Pets & Animals	5	242	1058	codieraji	3
Kz1PgbI8TrM	Pets & Animals	4.81	785	12247	DoggyTV	63
L0htFEsFOx8	Pets & Animals	5	303	2351	KarmaRescue	9
3j9kPaOh-Ag	Pets & Animals	4.26	325	98786	gaspirtz	178
E40Ni6oGpsE	Autos & Vehicles	5	580	814	metroktransit	2
tbuT_fRpTB0	Autos & Vehicles	5	495	888	metroktransit	7
rzgjI0Y-gH8	Travel & Events	5	192	294	juan833blue	1
6pPQ7wF2598	Travel & Events	5	132	321	juan833blue	2
uNVuPPlalEs	Travel & Events	5	160	225	juan833blue	2
gafDzzNXB2Y	Travel & Events	5	146	230	juan833blue	3
DhyQy3XXc3o	Travel & Events	0	177	155	juan833blue	0
9E4subWPtjI	Travel & Events	5	180	120	juan833blue	2
TqNjpQPlXAI	Travel & Events	5	149	129	juan833blue	1
6dKyQ7OrEgM	Travel & Events	5	120	159	juan833blue	1
WQ1oIDGrCB4	Travel & Events	0	185	55	juan833blue	0
2t1-2z5U2S8	Travel & Events	5	135	76	juan833blue	1
66YoqHdIJgE	Travel & Events	5	86	92	juan833blue	2
Wr7ieDUJdLk	Travel & Events	0	94	95	juan833blue	0
tOcB9PyUrg0	Travel & Events	5	140	65	juan833blue	1
U6rwYqcP78k	Travel & Events	0	183	35	juan833blue	0
06BgrtSBdok	Travel & Events	0	65	115	juan833blue	0
O7Ey9EaVDIw	Travel & Events	5	147	160	juan833blue	2
nRLDwc5w3o4	Autos & Vehicles	5	579	592	metroktransit	3
g6QAPf-R9vo	Travel & Events	0	119	115	juan833blue	0
PhF0eLzOIc0	Sports	5	112	1283	powerballsvideos	1
3Dit49fmomg	Sports	0	135	329	powerballsvideos	0
8CJqILAM4kM	Sports	4	62	1049	powerballsvideos	1
z80-vMfkIiY	Sports	0	141	242	powerballsvideos	0
XCr30pxyZFs	Sports	5	110	335	powerballsvideos	1
#NAME?	Sports	0	44	1073	powerballsvideos	0
PoKAQ6v0w1I	Sports	0	33	1073	powerballsvideos	0
Qd-n2dFebCw	Sports	0	51	291	powerballsvideos	0
YUo9RoLceU8	Sports	0	106	133	powerballsvideos	0
kzvTIz-jXWs	Sports	0	122	99	powerballsvideos	0
cIBVvPihYvQ	Sports	0	86	162	powerballsvideos	0
stKjdNp858s	Sports	0	153	66	powerballsvideos	0
5yRXPUuNHrM	Sports	0	57	185	powerballsvideos	0
h3TQ96x59_I	Sports	0	106	123	powerballsvideos	0
HGj3rdUltFw	People & Blogs	0	202	3	dingpolistico	0
RDIm0jFvaEc	People & Blogs	0	262	3	dingpolistico	0
JT6uUTVuvds	People & Blogs	0	233	26	dingpolistico	0
zyilSPsYdW8	Music	4.86	255	264256	Dorgal	619
jF7f38-5pp8	Music	4.69	153	120700	nusaderenda	192
YCj-RyKCmHQ	Music	4.61	179	8892789	migmig33	10511
QFQyib5ZQZY	Comedy	4.21	57	1593206	defbyte	2919
iPrnduGtgmc	Music	4.54	243	1492022	Brilliumsphere	2291
9NxZy1GAF-I	Music	4.69	261	1689873	nielswalboomers	894
HYnt3RTwl0M	Music	4.85	209	152764	thejerryleelewisfan	312
k7M4wDW1q6A	Music	4.79	241	141813	inuyasha5051	737
-mL-r4L614E	People & Blogs	4.78	181	140823	tarzaanhun	304
WnBeUgbg-QY	Music	4.31	204	252001	kus4ever	108
R3UcFQPq80E	Film & Animation	4.84	274	47966	polloloco3	148
R1ZuJidSkH8	Music	4.8	278	346810	highvybez	451
SDsc1MRkvZw	Music	4.86	453	68462	fpws	184
bwWEfrRF3fg	Entertainment	4.62	50	833965	dxmagikarp	378
dlbJToqI3nU	Music	4.91	180	53808	Palmie01	155
5MLTUixA994	Music	4.66	202	44411	chococat89	38
5bBoapO276U	Comedy	4.6	244	720030	slpyliltrtle	3327
VrlB006gQmw	Music	4.65	333	151506	Reyalp	437
#NAME?	Music	3.14	284	3239	screziofolle	7
ga7JF25MVs4	Music	4.12	350	4651	nacholibre0123	34
MvuR_-kCd_U	Music	5	270	73	TurksFucker	1
CO8rs71LR1Q	Music	4.56	365	1031	GrMaggot	9
#NAME?	Music	5	478	408	sixouncebodom	2
N5rCWVSH5cw	Music	4.87	229	11132	HorrorQueen	39
h0nbJKtS23o	News & Politics	4.74	96	455773	ArtisanNewsService	764
ZamE96KIkQI	Music	4.84	280	22585	BVMDeathMetal	86
A-MyJB0lOZs	Music	5	109	59	doom3236	1
JxBXRaSoddA	Music	3.48	335	1490	GodzOfThunder	21
qQV0eUXR5Xk	Music	2.25	265	510	energizerman38	4
UqUvnWz6Wsw	Entertainment	4.33	266	793	dvaucher7	6
ihTzIy_yWyk	People & Blogs	2.17	283	702	KrispyMovieGuy	6
LfyO93hiiMQ	Autos & Vehicles	4.16	46	73019	kluczewsky	37
rH9d1kyaKjg	People & Blogs	0	39	4615	artfibrasmoto	0
PkJJ5bMzo70	Autos & Vehicles	4.56	295	23067	ale2872	18
5yRebEYbAs4	Autos & Vehicles	5	64	1151	kiwiSnabors	2
xBFSKUVpCt8	Autos & Vehicles	3.31	277	49365	marcioheleno	16
55WndIuPMZI	Autos & Vehicles	3	13	6659	jedsonbr	2
#NAME?	Sports	4.8	433	34869	nkncba	15
w8dfZRNFlt4	Music	0	275	143	WrkX51R	0
Gy0qSWEC5tU	Autos & Vehicles	2.86	211	12100	suznet	7
Ok_gO1DeM3M	Autos & Vehicles	5	68	988	hidrosnino	1
OeMvsxqg2NM	Autos & Vehicles	0	60	141	ssoler01	0
AYhxGOyqVAU	Autos & Vehicles	2.6	44	2976	kpjotr	5
0vjJVSyQJ6g	Autos & Vehicles	2.33	42	944	Charidemus	3
HcgFFRXqdjQ	Autos & Vehicles	5	16	190	speru1990	2
TN3VF8jLVbs	Autos & Vehicles	5	57	4716	jedsonbr	1
yOGSPeu48os	Autos & Vehicles	0	111	2107	RMISMSN	0
kq57yClwJeA	Sports	4.62	609	9361	67Moebius	16
eOxyh7cCRaQ	Autos & Vehicles	4.83	242	6235	Stendykare	12
AYpktT56mdY	Autos & Vehicles	5	42	1657	OzYz	3
A262Okp_Z6A	Autos & Vehicles	0	13	1109	Bluemidnightss	0
7QJEsQzQQ0M	Entertainment	5	417	172	kelgrrl	2
ctqdUOENals	Entertainment	4.67	28	1381	thenifties	3
Mtnub_h0lFc	Education	5	256	2532	FireSandra	6
NfKDQHw8sGQ	Entertainment	5	116	2161	FireSandra	9
DGHelMTuVUo	Entertainment	5	166	450	C0ehlo	2
wpnrw2DSywU	Howto & Style	0	41	324	prodmod	0
Xo71VgMQo2M	Howto & Style	0	13	140	prodmod	0
NR9eU-WVPU4	Entertainment	5	151	1880	FireSandra	4
WmeZYGc3N4M	Education	5	215	2414	FireSandra	5
UFmJOv-qBxg	Entertainment	3	264	98	mandyycandy	2
BPuFLsyt40s	Entertainment	3	168	337	lovemushroom	1
ZDFM8nbyKzY	Entertainment	0	68	144	thirtythreezero	0
QJwD-7WdNOI	Entertainment	0	55	87	rohirrim81	0
xXp8vWAThVE	Entertainment	4.5	121	9944	barryclement	10
xRYKs65PwYY	Education	4.5	140	574	FireSandra	2
eZ6Y2o4dCCw	Entertainment	0	61	78	rohirrim81	0
XkusF6q8w2k	Entertainment	3	48	808	thinkmassive	1
fhnNElaWEiE	Education	5	263	537	FireSandra	2
x6PEsM3rQpI	Entertainment	4.94	216	20820	FireSandra	117
T1Uy7wTmIwI	Entertainment	5	68	84	vpetra215	1
NzQUtElQXX0	People & Blogs	4.8	100	963161	pioneer0106	2575
BvBVT0iBqDg	Entertainment	4.92	355	142771	Sitschei	662
9n_k4GKCUdU	Entertainment	4.9	538	229953	coolsmurf	806
TVaCOEL1YlM	People & Blogs	4.51	167	493983	acaradj	314
T2nd5tejVcU	Music	4.91	391	39005	cherishejang	124
Cfcz4UiXyeI	Entertainment	4.86	359	184918	coolsmurf	719
exa8GVUGwv0	Entertainment	4.89	376	84328	coolsmurf	287
dAHq7Uuorm8	Entertainment	4.95	328	45913	coolsmurf	189
N9gBwgY_PZw	Entertainment	4.94	260	79103	coolsmurf	281
pljZszV4XU4	Entertainment	4.89	599	140197	jadedgal89	105
wvUfMcZ_e-I	Entertainment	4.83	584	34121	coolsmurf	231
D1lZ8IVZD28	Entertainment	4.95	296	62436	coolsmurf	270
c-a-uK82RWM	Comedy	4.72	579	35686	HaHaCafe	61
c70A10pcAFE	Entertainment	4.91	247	114875	coolsmurf	417
avxMS18WsGg	Film & Animation	4.95	589	57510	ob962	56
ALCH1l2_n1c	Entertainment	4.94	536	105138	coolsmurf	393
#NAME?	Entertainment	4.91	352	47389	coolsmurf	225
zrX8JB47SyQ	Entertainment	4.83	373	148079	coolsmurf	605
kvf7XRM5kkI	Entertainment	4.83	599	50240	axxiss	169
6Vaa6Iuvs5g	Film & Animation	4.96	599	28482	littlecatt814	24
SPk0zpef2gY	Comedy	4.5	193	2140	connorandsam	18
nUu52z7Jo6w	People & Blogs	5	311	96	BlickThePancake	2
KkI7jvsGlMk	Comedy	3.67	50	487	smileyeyes22	3
u3syTH_bt4c	People & Blogs	0	54	119	elliegreen123	0
yS0RleG-nlY	People & Blogs	4	71	103	BagelLikeMunchkin	1
vJNdXYjn9PU	Comedy	0	60	87	minimunira	0
r_WETKzrgf4	Entertainment	0	163	21	spaghetti4brains	0
q99oYPB-wKM	Entertainment	0	30	304	cbrett92	0
EYm8hhbg-FQ	People & Blogs	3	128	334	cheekitasha	3
RzqTpP0S3-o	Comedy	0	22	193	megry18	0
xxIjA0hY_vM	People & Blogs	3.17	44	1516	tashiilala	6
YRgKr_qgeFE	Comedy	0	12	56	jak2k9	0
WdajqnQgFuc	Comedy	0	10	53	nicholasbenham1991	0
SfbqNJ8wtro	Comedy	0	97	11	cheese2andthat	0
CcqzVLtqPtk	Comedy	1.75	78	967	JimmyGonzo	4
ofpBx31shYc	Entertainment	0	50	54	xxdinosawrxx	0
gHgTbTJq-Ms	Comedy	5	6	56	krissyg83	1
3zNrCOkoWuw	Comedy	0	11	42	gibby31	0
tInPo8rqRMI	Comedy	5	165	107	laurenAlindsay	1
uZWGqvMW-j4	Comedy	0	55	867	xXxKinkyBetchxXx	0
4HhyHswjlJ8	Education	4.47	96	46259	factfrog	30
UWWW0vrEBG4	Travel & Events	4.61	389	21246	TropicalFNQ	18
7UgVN6OjFOA	Travel & Events	4.46	103	18187	pleasetakemeto	13
jCahODOQ16A	Travel & Events	4.75	514	9509	bjornstrom	16
WjLY-aMxzbc	Travel & Events	3.84	263	41082	overlander	32
8NGkfLSSMqw	Travel & Events	4.36	32	22356	SSeanA1	25
__OVRtaWLt0	Travel & Events	4.83	81	1253	StarcomBrisbane	6
y19rCCt2qh8	People & Blogs	5	228	674	LouiseMcCloy	1
XA2AtRv4ZPg	Travel & Events	0	186	505	LouiseMcCloy	0
pVb8IYevlsU	Comedy	4.66	261	16101	WaterbedWarrior	41
1ZkR-6IF_w8	Pets & Animals	4.87	240	11448	ShaniaRichards	23
QwrJkDxyWTk	Travel & Events	5	135	1046	sunloverreefcruises	1
pp5D58ssp0o	Travel & Events	4.33	216	11570	cairnsdiver	15
69AOC_b9xiU	Travel & Events	4.11	190	12413	russellcook	18
QisofzOVwK8	Pets & Animals	4.73	286	9815	quicksilvergroup	15
SbZ4SFXkKRM	Travel & Events	4.67	646	2114	AnnieetMartin	3
0g_W5V5Pe68	Sports	5	347	2306	thelning	1
m9Vw_1l2yGI	Travel & Events	5	165	4089	JodiNelson	2
n4GpwCrFWYM	People & Blogs	5	599	3642	neilp2	6
RSkW4em8scM	People & Blogs	0	201	4627	whitsundayguru	0
7BP0r9ovLSI	Music	0	31	0	TakidaLina	0
7_unbPYzlyo	Music	0	103	693	rolletrubadur	0
3yhYBo8bHBA	Music	0	171	197	rolletrubadur	0
hb53Ajtrey0	Music	5	58	131	Kulturskolan026	1
kcS0frfNaKc	Music	4.5	337	184	kirsarim	2
GHqMIQGzeUU	Entertainment	0	348	559	Hasseboo	0
TKFyjOJzwvk	Music	5	210	161	kirsarim	1
je_3DOYhkx0	People & Blogs	5	40	725	ToobRodde	1
bv-5PsKEstY	Music	5	271	198	sebaisladecap	6
AS9ojbP1QSg	Music	5	301	85	Starfis	1
MF4-V2MSW7s	Film & Animation	5	382	706	LandarenThelander	2
RyKup1KTYJY	Music	2.67	96	535	FaderSemen	6
4sdOGTPe9Pg	Film & Animation	3.67	404	255	JasonCiffe	3
DVqHPX5SrTg	Film & Animation	3.67	295	225	JasonCiffe	3
QMDVgEL1s8o	Comedy	0	331	26	pyttepete	0
2DLjSlRybkk	Comedy	0	485	21	pyttepete	0
SiBjgpzLaiQ	People & Blogs	3	36	561	trx182	2
WD9RbVAtKJI	People & Blogs	0	59	87	Illusionist2409	0
O2jw9vgOLpQ	Entertainment	3.67	60	5425	Evroliner	3
ikwP-dWrbFM	Sports	0	30	44	HKMalmo	0
dmqvjzqyApE	Music	5	134	843	Unb3atabl3	1
hCRswEUkztM	Music	5	249	192	karntoor	1
Bdvhh1GDfW4	Music	5	322	4193	schiznic1	10
L4PThFgcJsQ	Music	5	320	276	no2ne	1
V0s1oCLuS-M	Comedy	3.12	342	46143	nyyankee1202	81
eaCQ9pgO7Ew	Music	4.57	215	24744	Rapshite	30
JdRlMVK7pI0	Music	4.82	329	10813	GBoyProductions	22
qomwbrMoUGs	People & Blogs	4.86	279	17248	stapled4	22
wEKPLc-klP4	Music	0	248	98	DiamondClubPro	0
xuFV-jYodI0	Music	3.4	336	4640	justzzbizzness	5
rOpDTcjtyZ4	Music	5	254	307	peterstannard	1
VayddV2bPXA	Music	0	445	386	Zhainn	0
hOBUb0IdMCU	Music	4.65	269	16520	KillaDose	23
kowaNOC6Xp0	Music	5	356	2208	ThugzandGangstas	19
J0sG8tAcrPg	Music	0	297	201	snoopzakadave	0
RN-CQVhgRDc	Music	5	572	1155	touchdown305	1
5OL1Jq1WsOc	Entertainment	0	247	186	miggyi	0
lxxnHU3_Ll4	Music	5	320	3983	mArschallx9	6
HxQyRcp1qGg	Music	5	215	652	updatedhiphop	2
y_YmW5sjj_g	Music	4.79	249	39719	Rapshite	90
32LRkwbO7nE	Music	5	514	371	aruwin	1
_vHZNY_O5nk	Music	3.29	204	4631	merobot88	7
XseHM-AdiHk	Music	5	164	372	miwak0visualkei	3
kde7x1YfgGM	Music	5	300	11129	S9829	5
VNTNoUB2nQY	Music	4.67	482	254996	menchester777	655
20cvFgCFkEs	Film & Animation	4.89	298	52141	HakuSak	177
dXIr646yKqs	Music	4.81	535	62386	menchester777	137
VpLOxngyqoA	Music	4.49	461	32536	Kazuhachan91	77
7QSv3sKwGNk	Entertainment	4.61	582	50058	sukaolla	72
ekFC-O7h7qQ	Music	4.69	291	84987	azmegas	154
oNyk5Yynwbg	Music	4.81	599	158084	Kestelia	381
n7FtK_6dmLw	Music	4.83	246	68964	sakuraiisen	48
BLoVB9BP9pQ	Music	4.72	372	212616	uriah0204	432
0z0Q6aJMMlM	Entertainment	4.51	268	198987	ayoria92	206
6l6c66PjDuQ	Music	4.92	595	12099	Kestelia	48
mjKvQ3_YSCU	Film & Animation	4.76	294	142769	blackiceman	408
Ypr8yUD605Q	Music	4.65	233	44717	sakuraiisen	17
U5ac8PauPzU	Music	4.61	283	43819	DarkXAngelXWing	98
